,yr_built,sqft_lot,sqft_lot15,sqft_living
357,1,2,3,1
358,0,3,3,0
359,3,1,1,2
360,2,3,3,1
361,2,3,3,3
362,2,2,2,1
363,3,1,2,2
364,1,2,2,3
365,2,3,3,1
366,3,2,3,3
367,2,3,3,3
368,2,3,3,2
369,2,1,2,2
370,2,1,1,1
371,1,3,1,2
372,1,3,1,2
373,3,2,2,3
374,2,1,2,1
375,3,1,1,3
376,0,3,3,1
377,2,2,1,1
378,1,0,0,2
379,0,0,0,0
380,1,3,3,0
381,2,3,3,3
382,3,1,1,2
383,1,2,2,2
384,3,3,3,3
385,1,3,2,2
386,2,2,2,0
387,2,1,1,1
388,2,3,3,2
389,1,3,2,2
390,1,2,1,1
391,2,0,0,2
392,3,3,3,1
393,1,3,3,3
394,2,3,3,3
395,0,2,2,0
396,1,2,2,3
397,1,3,2,2
398,0,0,0,2
399,1,2,2,1
400,3,0,0,1
401,1,3,3,3
402,0,0,0,0
403,2,3,3,1
404,2,1,1,1
405,3,0,0,1
406,3,0,0,0
407,3,1,1,1
408,2,1,1,2
409,2,3,3,3
410,2,2,2,1
411,3,3,3,0
412,2,3,3,3
413,2,1,2,2
414,0,1,1,2
415,1,3,3,3
416,1,3,3,2
417,1,2,2,2
418,3,0,1,1
419,3,3,3,3
420,0,0,0,0
421,1,2,2,1
422,2,3,3,2
423,2,2,3,2
424,0,1,1,0
425,2,2,2,1
426,0,3,3,2
427,2,3,3,2
428,1,2,2,1
429,3,0,0,2
430,2,2,2,2
431,2,3,3,3
432,0,0,0,3
433,3,0,0,1
434,3,1,0,2
435,2,2,2,1
436,2,3,3,3
437,2,2,2,3
438,3,0,0,0
439,2,3,3,2
440,1,2,0,1
441,1,3,1,2
442,1,1,1,0
443,2,3,3,0
444,1,2,2,0
445,1,2,2,2
446,3,2,2,3
447,1,1,1,0
448,1,1,1,2
449,2,2,2,3
450,2,3,3,3
451,1,2,2,0
452,2,2,3,0
453,2,3,3,2
454,1,2,2,1
455,3,1,1,3
456,2,0,0,2
457,2,3,3,2
458,1,2,2,3
459,2,2,2,0
460,3,2,2,3
461,2,2,2,3
462,2,0,0,1
463,2,3,3,2
464,1,1,1,0
465,0,1,1,0
466,1,1,1,1
467,2,1,1,1
468,0,3,3,2
469,2,1,1,1
470,0,3,3,1
471,3,1,2,3
472,0,2,2,3
473,3,2,3,3
474,3,1,1,3
475,3,0,0,1
476,3,0,0,1
477,0,0,1,0
478,0,1,1,0
479,1,2,3,3
480,1,2,2,1
481,2,2,2,2
482,1,2,3,3
483,0,1,1,0
484,2,3,3,3
485,2,2,2,2
486,3,3,3,3
487,0,0,0,0
488,3,1,1,3
489,2,2,3,3
490,1,1,1,1
491,2,0,0,1
492,1,3,3,0
493,1,3,3,3
494,1,1,1,1
495,3,0,0,0
496,0,0,0,2
497,1,3,3,3
498,0,1,0,1
499,3,0,0,2
500,3,1,1,3
501,0,0,0,1
502,1,3,3,2
503,3,2,2,3
504,1,3,3,1
505,2,1,3,0
506,0,0,0,0
507,0,1,0,0
508,0,1,1,1
509,3,3,1,3
510,2,1,2,2
511,3,2,2,3
512,2,3,3,3
513,0,2,0,0
514,0,0,0,1
515,0,2,2,0
516,0,3,3,2
517,3,2,2,2
518,0,2,2,3
519,3,3,3,3
520,1,1,1,0
521,0,1,1,0
522,3,1,0,2
523,0,3,2,1
524,0,0,0,0
525,1,2,2,0
526,3,1,1,3
527,3,3,3,3
528,0,1,1,1
529,2,3,3,2
530,2,2,2,1
531,2,0,0,0
532,2,3,3,3
533,1,2,2,0
534,1,1,1,0
535,2,1,1,1
536,2,2,2,1
537,0,0,0,1
538,2,1,1,0
539,3,1,1,2
540,2,3,3,3
541,3,0,0,1
542,1,3,2,2
543,1,3,3,2
544,2,3,3,2
545,2,3,3,3
546,2,2,2,2
547,3,0,0,0
548,2,3,2,2
549,0,2,1,0
550,0,2,2,2
551,1,1,2,3
552,0,2,3,1
553,0,2,2,0
554,1,2,2,0
555,3,3,3,3
556,1,3,3,3
557,1,1,1,0
558,1,2,2,3
559,3,2,2,2
560,2,3,3,2
561,2,3,3,2
562,3,1,2,3
563,2,3,1,3
564,1,2,2,2
565,3,1,0,1
566,1,1,1,0
567,0,0,0,2
568,0,0,0,0
569,0,3,3,0
570,3,1,1,1
571,3,2,2,3
572,0,1,1,3
573,0,0,0,2
574,2,2,2,0
575,1,3,3,0
576,3,0,0,1
577,3,3,3,3
578,3,1,1,2
579,1,2,2,0
580,3,1,1,3
581,1,2,2,1
582,0,0,0,2
583,1,2,2,2
584,2,1,1,0
585,2,3,3,1
586,0,0,1,2
587,2,3,3,3
588,2,3,3,2
589,0,0,0,2
590,2,3,3,1
591,1,3,3,1
592,3,0,0,1
593,3,0,0,1
594,2,2,2,1
595,2,2,3,1
596,3,0,0,0
597,3,3,2,3
598,2,2,2,3
599,1,3,3,3
600,3,1,1,1
601,2,3,3,2
602,2,3,3,1
603,2,1,1,1
604,2,0,0,1
605,1,3,2,3
606,3,0,0,0
607,0,1,1,0
608,2,1,1,1
609,2,3,3,3
610,2,0,0,0
611,0,0,0,1
612,2,1,0,2
613,3,0,1,2
614,2,1,2,0
615,1,2,1,1
616,2,2,3,1
617,2,1,1,1
618,1,2,2,0
619,2,1,1,1
620,2,1,1,2
621,2,1,1,2
622,1,2,3,0
623,0,0,0,1
624,0,1,1,0
625,0,1,1,0
626,3,0,0,1
627,0,2,2,1
628,1,0,0,0
629,2,3,3,3
630,2,2,2,0
631,0,1,1,0
632,1,2,2,2
633,1,3,3,3
634,0,0,0,0
635,2,2,2,0
636,1,2,2,0
637,0,2,2,0
638,2,3,3,2
639,0,1,1,3
640,1,0,1,0
641,2,2,2,2
642,2,1,2,3
643,3,0,0,1
644,3,1,0,2
645,2,1,2,1
646,0,1,0,1
647,0,0,0,0
648,0,3,3,0
649,0,2,2,0
650,0,1,2,0
651,2,3,3,2
652,1,1,1,2
653,0,1,1,2
654,3,0,0,1
655,2,2,2,3
656,1,3,3,3
657,0,1,1,0
658,3,0,0,3
659,1,2,2,0
660,2,3,3,0
661,1,3,3,2
662,1,1,1,1
663,3,0,0,0
664,2,3,3,0
665,2,2,1,0
666,3,0,0,0
667,3,0,0,3
668,1,3,3,2
669,1,0,0,3
670,0,0,1,1
671,0,1,1,1
672,2,3,3,2
673,0,0,0,1
674,1,3,3,1
675,1,2,2,1
676,0,0,1,0
677,0,3,2,0
678,1,0,1,2
679,3,3,3,3
680,2,1,1,1
681,2,3,3,3
682,3,1,1,3
683,2,1,1,2
684,0,0,1,0
685,3,1,1,3
686,2,2,2,3
687,3,2,1,3
688,0,2,2,0
689,1,3,3,1
690,1,3,3,1
691,1,3,3,3
692,2,2,2,2
693,0,0,0,0
694,2,3,3,3
695,2,1,1,0
696,2,3,3,3
697,2,2,3,1
698,2,3,3,1
699,2,3,3,2
700,0,0,0,0
701,1,1,1,0
702,0,2,3,2
703,0,0,0,0
704,0,2,2,0
705,0,1,0,0
706,2,1,1,1
707,1,3,3,2
708,1,1,2,1
709,2,3,3,3
710,2,2,1,2
711,2,3,3,1
712,2,2,2,2
713,1,1,1,0
714,1,2,2,1
715,1,1,2,1
716,1,2,2,0
717,0,3,2,3
718,0,3,2,3
719,2,2,2,0
720,3,1,1,1
721,0,0,0,0
722,2,3,3,3
723,3,0,0,2
724,3,1,2,2
725,2,2,2,1
726,2,1,0,1
727,0,1,1,0
728,2,2,1,1
729,2,3,3,3
730,2,2,2,2
731,2,3,3,1
732,3,2,1,2
733,0,3,3,2
734,3,0,0,2
735,2,2,2,2
736,0,2,1,1
737,2,1,2,2
738,0,1,1,3
739,1,2,2,0
740,2,3,3,2
741,0,0,1,0
742,2,3,3,2
743,1,2,2,0
744,0,0,0,1
745,3,1,1,3
746,1,1,1,2
747,3,0,0,2
748,0,1,1,1
749,1,1,1,1
750,1,1,1,0
751,1,0,1,2
752,0,1,1,0
753,3,1,1,2
754,0,0,0,0
755,2,3,3,1
756,2,2,2,3
757,2,0,0,3
758,1,3,2,2
759,0,0,0,3
760,2,3,3,2
761,3,0,0,0
762,2,3,3,0
763,3,0,0,3
764,2,2,2,2
765,2,3,3,2
766,1,2,2,2
767,2,3,2,0
768,1,1,1,2
769,2,3,3,3
770,2,2,2,3
771,1,1,1,0
772,1,2,2,2
773,0,0,0,0
774,1,3,2,0
775,1,2,2,2
776,3,0,1,1
777,0,0,0,1
778,3,1,1,3
779,0,2,2,3
780,1,3,3,0
781,0,2,1,1
782,3,0,0,0
783,0,0,0,2
784,1,2,2,3
785,1,2,2,2
786,1,1,1,0
787,2,3,3,2
788,1,2,2,2
789,2,1,1,1
790,2,2,2,1
791,2,3,3,3
792,3,3,2,3
793,1,2,2,0
794,0,3,3,0
795,0,1,0,1
796,2,3,3,3
797,1,2,2,1
798,3,0,0,2
799,2,3,3,3
800,0,0,0,0
801,1,2,2,3
802,2,0,0,1
803,3,3,3,3
804,1,2,2,1
805,2,0,0,1
806,2,3,3,2
807,2,2,3,2
808,3,0,0,3
809,3,2,1,2
810,1,1,2,0
811,3,0,0,0
812,3,0,0,1
813,2,3,3,2
814,3,3,3,3
815,3,3,3,3
816,2,0,0,0
817,0,1,1,0
818,3,0,0,3
819,2,2,2,1
820,0,3,3,1
821,3,0,1,2
822,0,0,0,3
823,1,1,2,1
824,1,1,2,1
825,1,0,1,0
826,0,0,0,2
827,0,1,1,0
828,1,2,3,0
829,2,3,3,3
830,0,1,1,1
831,2,3,2,1
832,1,2,2,1
833,1,3,3,2
834,0,3,3,0
835,2,3,2,2
836,3,0,0,0
837,3,0,0,0
838,1,1,2,2
839,3,2,1,2
840,1,3,2,1
841,2,1,1,0
842,0,3,3,1
843,2,3,3,2
844,3,0,0,2
845,1,3,3,1
846,0,0,0,1
847,2,3,2,3
848,2,3,3,1
849,1,2,2,2
850,2,1,1,1
851,1,3,3,0
852,3,0,0,1
853,0,3,3,2
854,3,2,2,2
855,3,1,1,1
856,2,1,1,1
857,2,3,3,3
858,2,3,3,1
859,2,2,1,0
860,1,3,3,0
861,0,1,1,0
862,2,2,2,1
863,3,0,0,2
864,2,1,2,2
865,2,2,1,0
866,3,1,1,3
867,2,0,0,1
868,0,0,0,0
869,2,2,1,2
870,0,0,0,1
871,1,2,2,1
872,1,3,3,3
873,2,2,3,3
874,2,3,3,3
875,2,0,0,3
876,1,2,2,1
877,2,3,2,1
878,1,2,2,0
879,0,2,2,0
880,0,2,1,0
881,0,0,0,2
882,1,2,2,1
883,0,0,0,2
884,0,0,0,2
885,1,3,3,3
886,0,0,0,2
887,3,0,0,0
888,2,2,2,0
889,2,2,2,2
890,2,3,3,3
891,0,1,1,1
892,3,0,0,3
893,1,1,0,0
894,3,0,0,0
895,1,2,2,1
896,1,3,3,3
897,2,3,3,3
898,2,2,3,2
899,2,2,2,0
900,2,3,3,3
901,2,3,3,3
902,3,3,2,3
903,3,0,0,0
904,2,1,1,1
905,0,1,1,0
906,2,2,2,1
907,1,2,2,0
908,0,1,0,2
909,0,0,1,0
910,1,2,2,0
911,1,2,2,2
912,2,2,2,0
913,1,1,0,2
914,2,1,1,1
915,0,1,0,2
916,3,0,0,1
917,3,1,0,2
918,0,2,1,0
919,1,2,2,2
920,1,2,2,1
921,2,3,3,1
922,1,2,2,0
923,1,3,3,2
924,0,0,0,1
925,1,2,3,3
926,2,1,1,1
927,0,0,1,2
928,3,0,0,0
929,2,3,3,3
930,3,0,0,0
931,2,2,2,2
932,1,3,3,0
933,2,3,3,1
934,0,0,0,2
935,0,3,2,3
936,3,0,0,3
937,0,1,2,0
938,2,1,1,2
939,2,3,3,1
940,0,0,0,2
941,0,1,0,0
942,0,1,1,1
943,3,2,2,3
944,0,1,0,3
945,0,3,3,2
946,2,1,2,1
947,2,3,3,2
948,2,3,3,2
949,2,3,3,3
950,0,1,1,0
951,1,1,1,0
952,1,2,2,1
953,3,0,0,2
954,2,3,3,3
955,0,0,0,3
956,0,0,0,2
957,1,3,3,2
958,0,2,2,0
959,1,2,1,2
960,0,0,0,2
961,2,1,2,0
962,0,0,0,0
963,0,1,1,1
964,2,3,3,3
965,1,1,2,1
966,1,2,2,0
967,2,2,2,2
968,2,1,1,1
969,1,2,2,2
970,0,0,0,0
971,0,2,3,0
972,1,3,3,1
973,3,0,0,1
974,2,3,3,3
975,3,1,1,3
976,1,3,3,3
977,1,2,2,0
978,1,2,2,0
979,1,2,2,0
980,2,2,2,1
981,1,2,2,3
982,3,0,0,1
983,1,1,1,0
984,0,2,2,0
985,3,0,0,0
986,2,2,2,2
987,0,1,1,1
988,0,1,1,1
989,2,0,1,1
990,1,2,2,2
991,1,2,1,2
992,1,3,3,3
993,2,2,2,1
994,1,1,1,0
995,2,1,1,1
996,0,3,1,1
997,0,0,0,0
998,2,0,0,0
999,2,2,2,1
1000,0,0,0,1
1001,1,2,2,1
1002,2,2,2,1
1003,3,1,1,2
1004,3,0,0,0
1005,0,0,0,0
1006,3,0,0,2
1007,2,1,2,3
1008,2,3,3,2
1009,0,0,0,0
1010,0,1,1,1
1011,2,2,2,2
1012,1,3,3,2
1013,1,1,2,1
1014,0,0,0,0
1015,2,1,1,0
1016,2,2,2,1
1017,2,2,2,1
1018,0,3,3,1
1019,3,1,1,2
1020,2,3,3,3
1021,2,1,1,0
1022,1,2,2,0
1023,1,1,1,0
1024,1,2,1,1
1025,2,2,1,2
1026,0,1,0,0
1027,1,2,2,0
1028,2,1,1,1
1029,0,1,1,0
1030,0,2,0,0
1031,3,1,2,3
1032,3,1,1,2
1033,0,3,3,2
1034,2,3,3,3
1035,1,1,0,3
1036,1,2,2,2
1037,2,0,0,1
1038,3,1,1,2
1039,3,1,1,1
1040,0,2,1,1
1041,2,2,3,2
1042,0,0,0,1
1043,0,2,3,0
1044,2,2,2,1
1045,2,3,3,1
1046,2,2,2,2
1047,1,3,3,2
1048,1,3,2,2
1049,0,0,1,2
1050,0,0,0,1
1051,2,1,1,3
1052,2,3,3,3
1053,2,3,2,2
1054,0,1,0,2
1055,3,3,3,3
1056,1,2,3,0
1057,1,1,1,1
1058,1,2,2,1
1059,1,2,2,1
1060,1,2,2,1
1061,3,1,1,3
1062,1,3,2,3
1063,1,3,3,0
1064,1,2,1,0
1065,0,0,0,1
1066,0,1,2,0
1067,1,1,1,0
1068,2,2,2,0
1069,1,3,3,0
1070,1,2,2,2
1071,1,2,1,0
1072,1,2,2,3
1073,1,3,2,2
1074,0,0,0,0
1075,0,3,2,2
1076,0,1,1,2
1077,0,0,1,0
1078,1,1,1,2
1079,0,1,1,0
1080,1,2,2,1
1081,0,3,3,0
1082,2,3,3,2
1083,0,0,0,2
1084,1,3,3,3
1085,1,0,0,2
1086,1,0,0,2
1087,1,2,2,0
1088,1,2,3,3
1089,1,3,3,1
1090,2,3,2,3
1091,3,0,0,1
1092,1,3,3,3
1093,1,1,1,3
1094,2,1,1,1
1095,3,0,0,1
1096,1,2,2,0
1097,0,0,0,0
1098,3,0,0,0
1099,0,0,0,0
1100,3,3,3,3
1101,0,0,0,2
1102,3,0,0,0
1103,1,2,2,0
1104,2,3,3,3
1105,1,3,3,1
1106,2,2,2,3
1107,3,0,0,1
1108,0,0,1,0
1109,3,1,1,3
1110,2,2,2,2
1111,0,3,3,0
1112,2,3,2,2
1113,2,2,2,3
1114,1,2,2,1
1115,2,2,2,1
1116,0,0,0,0
1117,3,3,2,3
1118,0,2,2,0
1119,3,2,0,3
1120,2,2,2,1
1121,0,2,2,0
1122,3,3,3,3
1123,3,3,3,3
1124,0,0,0,0
1125,1,2,2,2
1126,0,1,0,1
1127,0,3,3,0
1128,1,1,1,2
1129,1,1,1,2
1130,1,1,1,1
1131,1,2,2,3
1132,1,0,2,1
1133,2,3,3,3
1134,2,0,0,1
1135,2,2,2,3
1136,0,0,0,0
1137,2,2,2,0
1138,3,0,0,0
1139,2,2,2,3
1140,0,1,1,2
1141,0,0,0,1
1142,1,2,2,1
1143,2,3,2,3
1144,1,2,3,1
1145,1,1,1,0
1146,2,0,0,1
1147,3,1,1,2
1148,0,0,0,2
1149,1,3,3,0
1150,0,0,0,0
1151,2,3,3,2
1152,1,2,3,3
1153,2,1,1,1
1154,2,3,3,3
1155,0,0,0,0
1156,1,2,2,0
1157,1,2,2,2
1158,3,0,1,2
1159,3,0,0,1
1160,2,1,1,2
1161,0,2,2,3
1162,2,2,1,2
1163,1,1,1,3
1164,3,3,3,3
1165,1,2,2,1
1166,1,1,2,1
1167,1,1,1,0
1168,0,2,3,0
1169,1,2,2,2
1170,0,0,0,3
1171,3,3,3,3
1172,3,0,0,2
1173,3,0,0,1
1174,0,2,3,0
1175,3,0,0,1
1176,2,1,2,2
1177,1,1,1,0
1178,2,1,1,3
1179,1,3,3,3
1180,3,1,1,3
1181,2,3,3,0
1182,2,3,3,3
1183,3,1,1,3
1184,2,2,2,2
1185,0,3,3,1
1186,1,3,2,0
1187,2,3,3,3
1188,1,1,1,0
1189,3,0,0,1
1190,1,1,1,1
1191,1,2,2,1
1192,0,2,2,1
1193,0,0,0,0
1194,0,0,0,0
1195,1,2,2,3
1196,2,0,0,1
1197,1,3,1,0
1198,0,2,2,0
1199,2,3,3,3
1200,3,0,0,1
1201,1,2,2,1
1202,0,0,0,1
1203,0,0,0,1
1204,1,2,2,0
1205,1,1,1,1
1206,3,0,0,0
1207,0,1,0,2
1208,1,2,2,2
1209,0,3,3,2
1210,0,1,1,1
1211,3,1,1,3
1212,0,0,0,0
1213,3,0,0,1
1214,2,3,3,3
1215,2,2,1,2
1216,3,0,0,2
1217,0,2,2,3
1218,2,3,3,0
1219,2,3,3,0
1220,2,3,3,3
1221,1,1,1,2
1222,1,1,2,0
1223,3,1,1,2
1224,3,1,0,3
1225,1,2,2,1
1226,1,3,3,0
1227,1,2,1,1
1228,1,1,1,3
1229,3,2,1,3
1230,2,1,1,1
1231,2,1,1,2
1232,3,2,1,2
1233,1,1,1,0
1234,0,3,3,0
1235,0,3,3,0
1236,2,2,1,1
1237,1,3,3,1
1238,0,3,3,2
1239,1,1,1,2
1240,3,1,1,3
1241,1,2,1,3
1242,1,3,3,1
1243,1,3,3,0
1244,3,0,0,3
1245,3,0,2,2
1246,2,3,3,3
1247,3,0,0,3
1248,3,1,1,1
1249,0,0,0,2
1250,2,3,2,1
1251,1,1,1,0
1252,1,1,2,3
1253,2,2,3,3
1254,2,2,2,2
1255,0,3,3,2
1256,3,0,0,0
1257,2,1,1,3
1258,0,0,0,2
1259,3,1,2,1
1260,2,3,3,2
1261,1,3,3,3
1262,2,3,3,2
1263,0,1,1,3
1264,2,3,3,2
1265,3,1,0,1
1266,2,3,2,3
1267,3,0,0,0
1268,2,1,1,2
1269,0,0,0,1
1270,2,2,2,2
1271,1,2,2,3
1272,3,2,3,3
1273,2,3,3,2
1274,0,3,1,2
1275,3,0,0,0
1276,2,3,3,2
1277,3,2,1,3
1278,2,0,0,2
1279,3,0,0,1
1280,3,0,0,2
1281,1,3,3,0
1282,3,3,3,3
1283,2,2,2,1
1284,0,1,1,0
1285,1,3,3,0
1286,1,3,2,2
1287,1,2,2,2
1288,2,1,1,1
1289,3,1,1,3
1290,2,2,3,2
1291,0,2,3,0
1292,2,3,3,0
1293,0,1,1,0
1294,3,3,3,3
1295,0,1,1,0
1296,1,1,1,2
1297,1,0,0,1
1298,3,2,3,3
1299,2,2,2,1
1300,0,0,1,1
1301,1,2,2,1
1302,2,1,1,1
1303,1,2,2,1
1304,0,3,3,0
1305,3,0,0,0
1306,1,3,3,3
1307,2,2,2,0
1308,3,1,1,2
1309,1,0,0,1
1310,2,3,3,3
1311,1,3,2,2
1312,2,2,3,3
1313,1,3,3,0
1314,3,0,0,3
1315,2,3,3,3
1316,2,3,3,2
1317,1,2,2,2
1318,2,2,2,1
1319,3,0,0,1
1320,1,3,3,1
1321,2,1,2,0
1322,1,3,2,1
1323,1,2,2,1
1324,3,3,3,1
1325,0,1,1,0
1326,3,0,0,1
1327,1,1,1,0
1328,0,0,0,2
1329,2,3,3,2
1330,1,1,2,2
1331,2,3,3,3
1332,1,3,2,2
1333,0,0,0,2
1334,0,1,1,1
1335,3,0,1,2
1336,0,0,1,0
1337,0,0,0,1
1338,3,0,1,3
1339,2,1,2,3
1340,1,2,1,0
1341,2,2,2,3
1342,0,0,0,2
1343,1,2,2,1
1344,0,1,0,3
1345,3,0,0,0
1346,1,3,3,2
1347,3,1,1,3
1348,1,2,2,2
1349,0,0,0,2
1350,0,1,0,2
1351,2,3,3,2
1352,3,3,3,2
1353,2,2,1,1
1354,0,0,1,0
1355,1,2,1,3
1356,2,2,2,2
1357,2,2,2,3
